titulo,clip,n_frames,luma_media,frac_oscuros,movimiento_global,actividad_boca,textura_boca,estado,razones,texto
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0160,175,160.95,0.0,6.386,21.678,84.25,keep,,y hay que ver como vuelve y hay que ver como vuelve que para mi beltran como digo no viene teniendo errores
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0161,175,153.51,0.0,6.645,19.702,71.72,keep,,mas alla de ese remate del piti martinez contra tiro ya era un quilombo pero digo tienen que ir a buscar un arquero en junio
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0162,175,153.37,0.0,6.588,19.25,84.76,keep,,que no lo hicieron ahora o era ledes malcaso mira sigo hablando de ledes me alla paso ya esta atajando 5 partidos en central
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0163,200,158.39,0.0,6.713,19.051,78.98,keep,,el tema del 9 que no se que carajo van a hacer pero bastan ya necesito un volantaz urgente porque no sabemos donde termina esto
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0164,200,162.06,0.0,6.54,22.21,98.22,keep,,y lo bueno como les digo que river gano y ni en pedo voy a hacer eso que dicen vamos river este tiene que ser el partido
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0165,175,152.18,0.0,7.211,20.993,96.74,keep,,que te de confianza las pelotas las pelotas no el partido punta pie que te de confianza tenia que ser el de argentino junior
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0166,175,155.21,0.0,6.836,22.678,111.66,keep,,tiene que ser ahora el domingo en cancha de velez ese es el partido que vos digas che loco a partir de aca
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0167,175,154.24,0.0,6.359,20.951,85.45,keep,,empecemos a hacer un equipo solido porque estamos hablando que river deberia estar primero o segundo en este grupo de la liga
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0168,175,156.75,0.0,6.037,19.597,83.09,keep,,y no no no no no river que sigue perdiendo contra todos que empata contra todos que cualquiera viene y le hace partido
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0169,225,158.79,0.0,6.2,19.712,94.71,keep,,que va al monumental y no sabe si ganas o perdes como era antes asi que bueno no tengo mas para decir solamente hacer la reaccion como era dos siempre
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0170,150,156.53,0.0,6.34,18.567,90.27,keep,,agradecerles a todos los que me escuchan me consumen y obviamente si no lo hiciste todavia por favor dale like suscribite y comentar
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0171,150,152.85,0.0,6.213,19.323,91.01,keep,,ahora venganse para kik y vamos a estar leyendo sus comentarios de aca youtube en kik hablamos en vivo cara a cara
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0172,175,159.41,0.0,5.822,20.829,98.24,keep,,de todo lo que tiene que ser de este post river 1 ciudad de bolivar 0 si hay algo que me olvide decir
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0173,125,159.25,0.0,6.758,19.586,77.87,keep,,dejame un comentario pues creo que te dije todo gente nos vemos en el proximo video seguramente la previa de bel river
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0174,150,158.52,0.0,5.833,18.716,76.27,keep,,volvemos con las previas que las tengo ahi me dieron olvidadas por falta de tiempo pero nos vamos a hacer un hueco para grabarselas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0175,50,155.84,0.0,6.676,18.932,68.18,keep,,beso enorme gracias por mirar siempre chau chau
que pasó con Roberto,clip_0002,106,140.31,0.0,3.33,17.74,105.31,keep,,como empezo este video bueno hola youtube
que pasó con Roberto,clip_0003,75,130.46,0.0,3.141,13.394,135.08,keep,,no se ni como empezar este video
que pasó con Roberto,clip_0004,75,136.34,0.0,3.789,16.52,265.82,keep,,estuve pensando mucho tiempo en si hacer este video o no
que pasó con Roberto,clip_0005,75,142.44,0.0,3.205,15.536,349.67,keep,,y llegue a la conclusion de que si lo queria hacer
que pasó con Roberto,clip_0006,99,135.94,0.0,4.372,15.06,210.36,keep,,por una razon que se van a dar cuenta mas para el final del video
que pasó con Roberto,clip_0007,74,138.86,0.0,4.175,14.078,256.76,keep,,para los que no saben hace mas de un año aproximadamente
que pasó con Roberto,clip_0008,74,135.39,0.0,3.401,14.547,216.31,keep,,tenia un loro que se llamaba roberto
que pasó con Roberto,clip_0009,124,126.6,0.0,3.977,13.907,163.17,keep,,hice un par de videos con el pero despues de unos tres o cuatro meses de tenerlo fallecio
que pasó con Roberto,clip_0010,100,136.26,0.0,4.048,14.884,160.93,keep,,hasta el dia de hoy sigue viendo gente que me sigue preguntando por instagram
que pasó con Roberto,clip_0011,100,133.03,0.0,3.746,13.156,160.78,keep,,chemica donde esta roberto chemica como esta roberto hace mucho que no lo mostras
que pasó con Roberto,clip_0012,100,136.75,0.0,4.044,15.108,173.25,keep,,o sea hay gente que todavia ni se entero lo que paso y eso es porque yo nunca hice un posteo
que pasó con Roberto,clip_0013,125,130.62,0.0,3.853,13.177,169.57,keep,,no si lo avise yo dije en unas historias que dije que iba a estar un poco inactiva
que pasó con Roberto,clip_0014,74,132.49,0.0,3.401,13.348,193.62,keep,,quizas en los proximos dias pero no hice un posteo o no hice un video en youtube
que pasó con Roberto,clip_0015,99,135.32,0.0,4.056,15.044,175.11,keep,,como que no hice un comunicado mas oficial entonces hay gente que quizas no habia la historia
que pasó con Roberto,clip_0016,99,131.16,0.0,3.951,13.869,125.65,keep,,y sigue pensando que tipo sigo teniendo roberto la razon por la cual no lo publique
que pasó con Roberto,clip_0017,99,135.41,0.0,3.822,14.931,214.34,keep,,fue porque yo sabia que si yo lo publicaba la gente iba a empezar a hacer edits
que pasó con Roberto,clip_0018,124,139.13,0.0,3.721,16.148,256.56,keep,,y a ponerme cosas y yo lo ultimo que queria era ver cosas de el
que pasó con Roberto,clip_0019,100,136.3,0.0,4.361,14.254,165.97,keep,,de hecho mucha gente en twitter dijo no la hablemos del tema o no le pongan fotos
que pasó con Roberto,clip_0020,100,132.6,0.0,4.388,14.588,149.19,keep,,no le manden fotos o cosas asi porque quizas le hace mal y si me hacia tipo pija o lo de mal
que pasó con Roberto,clip_0021,100,134.3,0.0,3.45,13.963,164.37,keep,,asi que muchas gracias a esa gente que entendio igualmente si que no lo hacen tipo con mala intencion
que pasó con Roberto,clip_0022,124,134.74,0.0,3.705,15.102,143.07,keep,,realmente lo hacen como con un gesto lindo y eso pero nada a mi por lo menos no me hacia muy bien
que pasó con Roberto,clip_0023,99,139.07,0.0,3.561,12.878,273.27,keep,,basicamente lo que quiero hacer en este video es contarles un poco que fue lo que sucedio con el
que pasó con Roberto,clip_0024,99,134.72,0.0,3.913,13.16,197.61,keep,,bueno paso a contarles lo que le paso a roberto tampoco nunca dije que fue lo que le paso
que pasó con Roberto,clip_0025,99,136.15,0.0,3.618,13.61,124.46,keep,,para empezar me gustaria contarles un poco la historia desde el principio yo a roberto
que pasó con Roberto,clip_0026,125,134.03,0.0,3.735,14.885,206.7,keep,,lo compre en un lugar legal digamos era una veterinaria de las mas famosas del pais
que pasó con Roberto,clip_0027,100,128.26,0.0,4.058,14.8,180.44,keep,,y cuando lo compre tenia como al ser un animal exotico
que pasó con Roberto,clip_0028,75,128.37,0.0,3.48,12.372,159.2,keep,,tenes que tener ciertos permisos para tenerlos
que pasó con Roberto,clip_0029,75,138.54,0.0,3.589,13.747,166.76,keep,,y lo tenia super super super bien cuidado
que pasó con Roberto,clip_0030,125,137.76,0.0,3.634,14.713,216.65,keep,,o sea le compre el mejor alimento le compre la jaula mas grande que habia
que pasó con Roberto,clip_0031,74,135.92,0.0,3.919,14.022,229.47,keep,,intentaba que todo el tiempo este afuera de la jaula
que pasó con Roberto,clip_0032,99,133.11,0.0,3.874,13.47,157.02,keep,,no es que lo tenia como a la deriva y asi o sea yo lo recuidaba posta
que pasó con Roberto,clip_0033,99,137.93,0.0,3.743,16.156,233.19,keep,,y le juro boledo que nunca en mi vida en mis 23 años senti tanto amor
que pasó con Roberto,clip_0034,74,133.76,0.0,4.354,11.96,79.57,keep,,por una mascota como senti por ese loro boledo
que pasó con Roberto,clip_0035,75,125.08,0.0,2.996,11.167,115.2,keep,,o sea habia una conexion muy grande con ese bicho boledo
que pasó con Roberto,clip_0036,75,135.65,0.0,4.351,14.649,188.99,keep,,pero mal y a la unica de la casa que le daba como mimitos
que pasó con Roberto,clip_0037,100,136.17,0.0,3.768,15.047,227.15,keep,,y caricias y cosas asi era a mi y yo habia leido en internet que las aves son asi
que pasó con Roberto,clip_0038,75,139.05,0.0,4.213,13.525,228.03,keep,,como que las aves si bien vivian en una casa de familia
que pasó con Roberto,clip_0039,100,134.58,0.0,4.061,13.471,185.84,keep,,estan todo el tiempo viendo gente siempre se encariñan con una sola persona en particular
que pasó con Roberto,clip_0040,74,135.3,0.0,4.269,12.678,167.06,keep,,y yo era esa persona con la que se habian cariñado claramente
que pasó con Roberto,clip_0041,74,132.2,0.0,4.413,13.478,246.94,keep,,porque yo era la que le daba la jaula la que le daba el comer la que le daba el tomar y todo eso
que pasó con Roberto,clip_0042,149,140.31,0.0,3.836,14.655,196.49,keep,,con un animal super importante para mi tambien porque fue el primer animal del que yo me hice cargo por completo
que pasó con Roberto,clip_0043,74,135.42,0.0,4.825,15.475,132.06,keep,,porque vieron que siempre cuando uno lleva una mascota a la casa
que pasó con Roberto,clip_0044,74,135.65,0.0,3.281,12.053,231.58,keep,,por lo general quizas las mamas se suelen ocupar mas
que pasó con Roberto,clip_0045,75,130.83,0.0,4.393,12.71,169.95,keep,,de ciertas cosas que los chicos bueno no en este caso no era asi
que pasó con Roberto,clip_0046,125,131.8,0.0,4.557,15.632,179.11,keep,,en este caso yo le iba a comprar la comida y encima tener un animal exotico es re dificil
que pasó con Roberto,clip_0047,75,137.62,0.0,3.962,13.948,147.52,keep,,porque los alimentos y todas esas cosas no estan tipo en la veterinaria
que pasó con Roberto,clip_0048,150,131.72,0.0,5.799,17.119,206.59,keep,,que esta tipo a la vuelta de tu pinche casa entiende yo lo tenia como una hora de viaje en auto
que pasó con Roberto,clip_0049,99,134.99,0.0,4.979,16.395,145.53,keep,,y yo le iba a comprar todos los meses y si claramente no era dificil como conseguir la comida
que pasó con Roberto,clip_0050,74,141.72,0.0,3.65,14.777,198.95,keep,,el alimento balanceado o el sujo de los sinas
que pasó con Roberto,clip_0051,74,137.55,0.0,3.779,12.361,145.12,keep,,y el se encariño muchisimo conmigo tambien
que pasó con Roberto,clip_0052,99,139.18,0.0,3.828,15.096,180.08,keep,,yo estaba de gira con el teatro si no me equivoco y mi familia me contaba que cuando yo me iba
que pasó con Roberto,clip_0053,125,127.99,0.0,4.278,14.346,191.26,keep,,el loro se ponia re triste mal realmente nos queriamos muchisimo boludo pero mal
que pasó con Roberto,clip_0054,100,130.25,0.0,2.872,13.663,99.7,keep,,pero mal el estaba super bien estabamos todos super bien
que pasó con Roberto,clip_0055,75,143.72,0.0,4.255,16.762,267.32,keep,,pero yo un dia en que yo me tuve que ir a uruguay
que pasó con Roberto,clip_0057,100,137.8,0.0,3.773,12.91,170.5,keep,,y me fui solo dos dias el siempre cuando yo me iba de casa se enojaba
que pasó con Roberto,clip_0058,74,132.71,0.0,4.252,13.249,159.43,keep,,asi me vaya tipo al chino a comprar dos boludeces
que pasó con Roberto,clip_0059,99,136.81,0.0,4.03,13.059,176.83,keep,,y tardaba no se de 5 o 10 minutos cuando yo volvia el se enojaba muchisimo conmigo
que pasó con Roberto,clip_0060,74,134.86,0.0,4.34,14.02,236.3,keep,,y venia volando si a mi me picoteaba toda la cara
que pasó con Roberto,clip_0061,74,136.58,0.0,3.643,12.464,218.05,keep,,y despues se ponia cariñoso como que me retaba dos minutitos
que pasó con Roberto,clip_0062,74,133.24,0.0,4.326,15.711,123.24,keep,,y despues se ponia cariñoso y me hacia mismo y se apoyaba
que pasó con Roberto,clip_0063,100,135.17,0.0,3.58,12.355,242.09,keep,,y cuando llegue de viaje de uruguay lo vi como super cabiz bajo
que pasó con Roberto,clip_0064,125,135.83,0.0,4.715,14.379,220.03,keep,,y el estaba dentro de la jaula cuando yo llegue vi que me empezo como a gritar enojado como siempre
que pasó con Roberto,clip_0065,125,131.26,0.0,3.884,15.089,166.23,keep,,pero lo veia como con menos energia entonces ni bien entre en la puerta con las velijas
que pasó con Roberto,clip_0066,100,128.32,0.0,3.614,13.873,101.0,keep,,lo mire que le pasa a roberto lo dije a mi familia y me dijeron nada tipo por
que pasó con Roberto,clip_0067,99,130.83,0.0,3.322,10.844,99.09,keep,,no esta como un poco como cabiz bajo
que pasó con Roberto,clip_0068,99,135.93,0.0,3.567,12.891,152.48,keep,,mi familia como que no se habian dado cuenta y ellos igual lo recuidaban
que pasó con Roberto,clip_0069,99,137.57,0.0,4.118,13.45,141.13,keep,,cuando yo me tenia que ir de viaje ellos lo super super cuidaban mal
que pasó con Roberto,clip_0070,99,138.23,0.0,3.755,12.685,219.12,keep,,y me mandaban videos y asi hemos habido llamadas y cuando abri la jaula me di cuenta que
que pasó con Roberto,clip_0071,100,136.92,0.0,4.221,13.549,241.92,keep,,le costaba un poco salir y cuando lo agarre confirme que algo le estaba pasando
que pasó con Roberto,clip_0072,100,138.78,0.0,3.559,13.495,202.22,keep,,porque el era super prepereactivo y griton y remimoso
que pasó con Roberto,clip_0073,100,137.89,0.0,3.309,12.105,191.79,keep,,y de repente lo vi asi le dije a mi familia che algo le paso a roberto
que pasó con Roberto,clip_0074,100,142.58,0.0,3.309,14.044,267.8,keep,,y mi familia me decia no quizas esta cansado esto fue al mediodia
que pasó con Roberto,clip_0075,99,138.01,0.0,2.907,11.078,176.03,keep,,pase todo todo todo el dia con el y cada hora que pasaba
que pasó con Roberto,clip_0076,99,138.09,0.0,2.988,12.097,213.8,keep,,se iba quedando con menos energia entonces llega la noche
que pasó con Roberto,clip_0077,99,135.13,0.0,3.384,11.164,127.49,keep,,y me empiezo a asustar mucho porque ya estaba como que estaba dormido
que pasó con Roberto,clip_0078,99,131.84,0.0,3.467,11.422,144.55,keep,,y pues le hablaba o algo por el estilo y apenas abria los ojos
que pasó con Roberto,clip_0079,100,136.85,0.0,6.867,18.826,218.78,keep,,ya hasta altura yo ya estaba llorando imaginense o sea voledo yo a literal era una madre
que pasó con Roberto,clip_0080,100,142.1,0.0,4.05,14.102,170.66,keep,,primeriza viendo que su hijo estaba enfermo voledo
que pasó con Roberto,clip_0081,100,140.5,0.0,3.502,13.084,203.84,keep,,a buscar por internet veterinarias que atiendan y que asistan animales exoticos
que pasó con Roberto,clip_0082,100,141.06,0.0,3.753,13.551,205.14,keep,,y que animales exoticos porque encima que era domingo
que pasó con Roberto,clip_0083,99,144.19,0.0,5.318,17.14,237.77,keep,,eran como las 8 de la noche veterinarias 24 horas tenia que hacer y las que yo tenia cerca
que pasó con Roberto,clip_0084,99,148.03,0.0,4.157,13.751,202.01,keep,,eran veterinarias de perros y de gatos no de animales exoticos o sea me empezaba a desesperar
que pasó con Roberto,clip_0085,99,142.39,0.0,4.328,12.973,196.02,keep,,porque no he encontrado una veterinaria 24 horas que atiendan animales exoticos
que pasó con Roberto,clip_0086,99,139.97,0.0,4.831,14.033,136.11,keep,,hasta que encontre una quedaba tambien como una hora de mi casa me llevaron mis papas
que pasó con Roberto,clip_0087,99,142.79,0.0,3.09,9.348,109.67,keep,,yo estaba super nerviosa y estaba super super super asustada y preocupada
que pasó con Roberto,clip_0088,100,142.24,0.0,5.007,16.569,190.58,keep,,yo o sea era como un instinto volo no se como explicarlo llegamos a la veterinaria empiezas a tocar
que pasó con Roberto,clip_0089,100,144.7,0.0,3.532,12.888,198.15,keep,,y me dijo que si que tenia sintomas de que estaba enfermo pero que no sabia
que pasó con Roberto,clip_0090,100,144.09,0.0,3.054,11.26,248.48,keep,,que es lo que le estaba pasando quizas tenia era como una gripe o algo por el estilo
que pasó con Roberto,clip_0091,100,145.7,0.0,3.797,12.065,219.24,keep,,me habia dicho y me dio para que le compre un remedio
que pasó con Roberto,clip_0092,99,148.48,0.0,5.756,21.352,217.43,keep,,le compre el remedio era una gotita asi chiquita y me dijo que le tenia que dar
que pasó con Roberto,clip_0093,99,141.33,0.0,3.473,13.042,176.87,keep,,una gotita o tres gotitas a la noche y que si no mejoraba
que pasó con Roberto,clip_0094,99,138.77,0.0,3.33,11.775,158.96,keep,,que se lo lleve de vuelta en un par de dias y me acuerdo que la veterinaria tipo lo tocaba
que pasó con Roberto,clip_0095,99,133.71,0.0,4.792,13.162,188.34,keep,,y el no se dejaba tocar por gente que no conocia voludo o sea agarrarlo ni yo lo podia agarrar
que pasó con Roberto,clip_0096,100,146.77,0.0,7.092,19.732,207.61,keep,,o sea yo le ponia la mano y lo tocaba y lo acariciaba y que se yo
que pasó con Roberto,clip_0097,100,144.31,0.0,5.752,20.539,245.75,keep,,pero ponerle agarrarlo asi yo no lo podia agarrar tipo te pica
que pasó con Roberto,clip_0098,100,140.37,0.0,4.495,14.87,191.58,keep,,y la veterinaria lo agarraba voludo o sea no tenia fuerzas para defenderse entendes
que pasó con Roberto,clip_0099,100,143.88,0.0,3.557,12.464,192.67,keep,,le doy la gotita entonces llego la hora de dormir y venimos para mi pieza el dormia
que pasó con Roberto,clip_0100,99,137.25,0.0,2.946,10.891,182.02,keep,,siempre en mi pieza y seguia en la cajita y yo tenia le puse mantitas
que pasó con Roberto,clip_0101,99,146.89,0.0,3.571,12.786,181.21,keep,,y eso para que este calentito y le puse al lado de la estufa
que pasó con Roberto,clip_0102,149,141.53,0.0,2.467,11.545,161.38,keep,,mas cada vez con menos de energia puta madre voludo
que pasó con Roberto,clip_0103,99,143.18,0.0,3.01,11.037,309.16,keep,,y yo me acuerdo que me levantaba cada una hora literal o sea a la 1
que pasó con Roberto,clip_0104,100,143.81,0.0,3.561,12.807,325.29,keep,,a la mañana a las 2 de la mañana a las 3 de la mañana para ver que le este bien
que pasó con Roberto,clip_0105,100,137.16,0.0,4.327,11.741,129.93,keep,,o sea no me podia dormir voludo era literalmente una mama con su hijo viste
que pasó con Roberto,clip_0106,100,135.98,0.0,3.709,10.684,107.34,keep,,cuando las mamas tipo se enferman los nenes y no se pueden dormir que estan todo el tiempo
que pasó con Roberto,clip_0107,100,135.68,0.0,3.815,14.482,181.35,keep,,dormen con ellos y se han vuelto y los tocan para ver si tambien era literalmente eso
que pasó con Roberto,clip_0108,99,138.21,0.0,2.894,12.679,192.96,keep,,hasta que me dormi y me acuerdo que el queria salir de la caja
que pasó con Roberto,clip_0109,99,135.5,0.0,3.812,11.596,201.3,keep,,porque queria dormir conmigo porque el a veces dormia conmigo o sea dormiamos
que pasó con Roberto,clip_0110,99,131.58,0.0,3.792,12.258,109.91,keep,,las fiestas juntos yo se que parece medio raro porque es un pinche loro como dormis
que pasó con Roberto,clip_0111,99,131.79,0.0,3.934,14.9,290.29,keep,,la fiesta con un oro pero cuando dormiamos la fiesta por lo general no a la noche
que pasó con Roberto,clip_0112,100,136.07,0.0,3.958,13.766,218.77,keep,,porque si no me cagaba toda la cama pero cuando llegaba la hora de la fiesta
que pasó con Roberto,clip_0113,100,131.51,0.0,4.149,13.271,257.3,keep,,yo me acostaba aca volvi en la cama y ella empezaba a gritar acostaba en la jaula
que pasó con Roberto,clip_0114,100,132.96,0.0,4.588,15.11,155.85,keep,,y venia volando y ponia en el yo estaba asi como de costado y el se me paraba aca
que pasó con Roberto,clip_0115,100,129.59,0.0,3.686,12.861,140.83,keep,,ellos duermen parados volo y escondia la patita
que pasó con Roberto,clip_0116,99,133.0,0.0,4.954,14.668,207.56,keep,,y se dormia tipo se dormia arriba mio entendes el chavon no queria dormir en la jaula el chavon queria dormir
que pasó con Roberto,clip_0117,99,135.06,0.0,4.233,13.151,152.95,keep,,todo el tiempo encima mio eramos culo y calzon volo de literal y el queria salir todo el tiempo
que pasó con Roberto,clip_0118,99,137.95,0.0,5.194,18.932,190.16,keep,,de la caja esa noche y bueno me dormi ya como a las 7 de la mañana
